original_query,changed_query
작년7월 대출사기 통장대여로 인해 작년10월 전자금융거래법위반 기소유예가 된상황입니다지금까지 계좌는 지급정지 된상태 입니다그통장이 만약 진짜보이스 피싱이라면 피해자쪽에서도 돈을 돌려받기위해 뭘해야하는데 아직까지 피해측에서는 아무것도 없고제생각으로는 통장은 불법토토로인해 돈을잃어돌려받을수 있겠다싶어서 신고를한거같은데허위신고로 신고해도 될까요아니면변호사 상담을 받을까요지급정지 방법이 따로있을까요정확한답변좀 부탁드립니다ㅠㅠ,질문: 대출 사기와 관련된 계좌 문제로 인해 고민 중입니다. 현재 상태에서 어떤 법적 조치를 고려해야 할까요?
제가 얼마전 알바천국에서 연락이와서 고수익 알바를 했었습니다. 저는 그당시 돈이 너무급해서 일단 알바를 하엿습니다.계좌로 연루된게 아니라 현금 수거책이엇습니다.  근데 그게 보이스피싱 연루된 알바엿고 저는 이틀전 경찰출석되 조사에 임하고왔습니다.하지만 한번뿐이엿고 금액은 600만원이엇습니다. 혹시 이 600만원을 제 사비로라도 돌려드리고 피해자분과 합의한다면 재판도 안할까요? 궁금합니다 도와주세요너무 불안합니다,피해 금액을 반환하고 피해자와 합의하면 법적 절차를 피할 수 있는지요?
배달 대행 사무실에서  기사들한테 돈을 빌려주고 이자를 받으면서 매일 변제하는 조건으로  대출을 해주는데 신고가 가능한가요??그리고 돈을 빌릴때 공증을 쓰고 받습니다.그러다 대행기사가 사무실을 옮기거나 하면 법적인 조취를 취할거라고 알고있으라고 연락이 오는데공증서류에 정해진 날짜까지 돈을 주면 법적인 문제가 없는건가요??,배달 대행 사무실이 기사들에게 돈을 빌려주고 이자를 받는 것이 법적으로 문제가 있나요? 공증서를 작성하고 지정된 날짜에 돈을 갚으면 법적 문제가 없을까요?
업무상배임죄로 지금 경찰서에서 연락을 받았는데요!어떻게 해야 되는지 여쭤봅니다 꼭 봐주세요!!!회사에서 재직중이었는데회사 사용하는 도면 같은게 든 파일 포트폴리오동종 업체에 보내게 됐습니다ㅠ리베이트는 아니고 약간의 돈을 받기 위해서 회사를 배신하게 됐어요지금 회사에서는 이것 때문에 난리인데 다른 시스템 점검하면서저를 신고한 이후에도 사건진행 상황을 계속 체크하는 것 같아요느낌상 굉장히 복잡하게 사건조사를 받는 것 같구요 ㅠ당연히 대외비 밖으로 유출하면 안되지만 정말 한 순간의 유혹으로업무상배임죄 저지르게 됐다면요용서받을 방법은 없는 건가요,업무상배임 관련 문제로 경찰로부터 연락을 받았을 때 어떻게 대처해야 할까요?
법인 사업자를 여러개 운영하고 있는 대표입니다현재 법인 사업자 2의 주주와 마찰이 있는 상태라법인 사업자1에서 일하는 직원의 일부 급여를법인 사업자2의 주주에게 배당하지 않기 위해사업자 소득으로 장기간 지급했습니다.사업자 1과 2는 한 사무실에서 모든 직원들과 같이 운영합니다법인 2의 주주 쪽에서 배임 횡령으로 고소하겠다고 하는데 가능한 부분일까요?,법인 사업자 간의 운영과 관련된 문제를 어떻게 해결할 수 있을까요?
불법대출신고 가능한지알고싶어요500빌리고 수수료25만원때고 선납부금액50만원빼고 쟤가 받은금액425만원에 일주일에 50씩 12번찍어야하는데500빌리고 이자만225만원인데 신고될까요달돈도600쓰고 원금한번에 납부하기전까지 달마다90만원씩도 주고있는데 이것도 신고될까요그리고 신고안하고 남은금액 안갚으면 저한테 문제되는거있을까요 압류라던지 신고 당하는거요,법률 상담을 통해 불법 대출에 대한 해결책을 찾을 수 있을까요?
제가 이번년도1월쯤에 대출알아보려다가 어쩌다 대포통장에 연류되서 어제 조사를 받았어요 계좌가 정지된지3개월쯤 지났고 조사도 다 받았는데 계좌 풀수있는방법 없을까요ㅜㅜ 너무 억울하고 가장많이쓰는 주계좌인데 ….. 형사님말로는 벌금 나올거같다고하시네요…이걸 어떻개 풀어야할지…. 답답하고막막하네요….,"계좌가 정지된 상황인데, 이를 해결할 수 있는 방법이 있을까요?"
보이스피싱무혐의 받고 싶은데 아니 받아야 하는데 받을수있을까요ㅠㅠㅠ단순 알바라구 해서 몇 달 일했는데알고보니 보이스피싱이었어요ㅠㅠㅠㅠ저 진짜 아무것도 모르고 한거였구그 팀장님이라고 하는 사람이 범죄자일줄을 몰랐어요ㅠㅠㅠ저 아직 나이도 어리구 전과 안 남으면 좋겠는데요즘 보이스피싱인출책? 중간책들도 실형 선고 될수있다는 글 봐가지구요.....보이스피싱무혐의 진짜 받아야합니다ㅠㅠㅠ아직 부모님도 몰라요ㅠㅠㅠ,"보이스피싱 관련 혐의를 받을까 걱정인데, 어떻게 하면 무혐의로 해결할 수 있을까요?"
중고물품구입사기당했는데 사기친 사람은 못잡는다고 수사중지됬고대포통장을 빌려준사람에게 입금액을 청구하고싶은데 가능할까요,"중고 물품 구입 과정에서 사기에 당했는데, 책임을 물을 방법이 있을까요?"
안녕하세요친구들3명이 저를 믿고 투자를 하여 월에 10~30프로 수익을 원금과 수익을 같이 받아갔습니다.이렇게 2년정도하다가 10월부터 돈이 묶여서 제가 줄수없는 상황이 되자 매월매월 다는아니여도 몇백씩 돈을빌려서 투자한친구들에게 주고있습니다. 그친구들은 사실 수익금액만으로도 원금금액멘징하고도 남은 상태인데 돈을 다들 한번에 받고싶어해서 매월 각자 적어도200만원이상 많으면 500까지주고있는데 이제 신고를 하겠다고합니다.제가 돈을 안주는것도아니고 사정이있어서 이렇게라도 줘서 갚겠다고도 말했는데 신고를 한다면 어떻게 되는지 무서워서 여쭤봅니다...매월 수익을 원금대비 10~30프로 1년반~2년동안벌어갔습니다.,다른 사람들과의 금전 문제로 법적 상황이 걱정됩니다. 어떻게 하면 좋을까요?
"출산 이후 아이 키우면서 일자리를 알아보게 되었는데요경단녀다 보니 돈이라도 주는곳이면 땡큐다 하고 알아보다가아는 분의 아는분이 사장님이라서 일자리를 구해주겠다고 하길래무슨 조건이냐 하니, 이름하고 통장만 빌려달라고 하는겁니다.제가 출근해야 믿겠다고 하는데, 그게 세금신고, 지원금 나오는거 때문에5인이하 중소기업 신고를 한다고 명의랑 통장이 필요하다 이거였다설명이 되더라고요, 출근도 그냥 얼굴도장 찍는거니일단 첫날 나오고 일주일 한번 나오라고 하네요그리고 중소기업지원금의 일부를 떼어서 주는 식으로하겠다고 하길래 일자리 잘 구했다고 생각해서 갔다 왔거든요근데 이게 전자금융거래법위반 혐의로 걸리게 된거에요그런식으로 사람 모아서 대포통장 처럼 쓰게 한거네요완전 속았습니다.. 지금 제 계좌 다 막히고 난리네요..모르고 그렇게 들어간건데 저 어떻게 해야되는건가요?","전자금융거래법을 위반했다고 하는데, 어떻게 대처해야 할까요?"
제 동생이 친구 소개로 계좌를 빌려주고 달 200씩 6개월동안 돈을 받았는데 알고보니 마약판매에 쓰이고 있어서 지금 경찰서로 잡혀갔습니다정말 몰랐다고 하고 소개해준 친구도 관련이 없다고 하는데구속영장이 나왔다고 하네요1.무죄나올 가능성이 있을까요?2.마약 전문 변호사를 구해야 할까요?,"제 동생이 친구로부터 계좌를 잠시 사용하도록 부탁받았는데, 그 목적이 불법적인 활동과 관련이 있는지는 몰랐고 지금 경찰 조사 중입니다. 이 경우 동생에게 어떤 법적 조언이 필요할까요?"
며느리가 아들 몰래 명의를 도용해서 신용카드를 발급받아서 그 카드로 제 사업장에서 그 명의 도용한 신용카드로 물건을 팔지도 않았는데 판것처럼 카드를 긁어서 1000만원 정도를 찾아 썼습니다 이 사실을 한달 전에 알았고 사업장 폐업 신고를 했습니다 지금 현재는 아들과 이혼 상태입니다 이 건으로 인해서 부가가치세와 종합소득세를 많이 내게 되었습니다 그래서 고발을 하려고 하는데 법적으로 어떻게 조치해야 하나요?,이 상황에서 법적으로 어떤 조치를 취할 수 있을까요?
"대포통장으로 인한 소송입니다. 가상계좌에 대하여 상대측 은행에 금융거래정보명령을 제출할 건데, 주민번호를 확실하게 받을 수 있을까요","가상계좌 관련 소송 진행 중입니다. 상대측 은행에 금융거래정보명령을 제출하려고 하는데, 필요한 개인 정보를 안전하게 받을 수 있는 방법이 있을까요?"
"유튜브를 보다가 1000만원 이상 입금 내역이 있으면자금세탁 방지법으로 인해 세무조사 대상이라는 영상을 보았습니다.예를 들어 제 계좌에제가 국민은행에 100만원을 입금 하고A라는 지인이 저의 국민은행 계좌에 600만원을 송금하고B 라는 지인이 저의 국민은행 계좌에 400만원을 송금 하였다고 치면저의 국민은행계좌에 총 1100만원이 입금된 것 인데이 경우도 자금세탁으로 세무조사 대상이 되는 것 일까요?국민은행에 100만원 입금하고 600만원 계좌이체로 받고신한은행에 400만원 계좌이체로 받으면국민은행은 700만원 입금이 되고신한은행은 400만원 입금이 되면각 다른 계좌에 700만원 400만원 입금이 되어자금세탁방지 세무조사 대상에 안걸리는게 되는 걸까요?빌려준 돈 받을게 있는데 같은날 이체 해줄지는 모르겠지만같은날 이체 해준다면 다른 은행으로 받아야 하나요??아니면 계좌이체로 받는 금액은 상관이 없나요?한 은행당 1000만원 이상 입금내역이 찍히면 안된다고 이해 했는데국민은행 900만원신한은행 900만원하나은행 900만원이런식의 입금,이체 내역은 또 자금세탁 세무조사 안받게 되는 것 인가요??자금세탁 방지 세무조사 대상이 계좌이체나 무통장 입금 내역또한 포함인지다른은행으로 쪼개서 받으면 상관 없는지이런 내역 한두건으로 세무조사 들어오면 어떻게 대응해야 하는지 궁금합니다빌려준돈 받으려다 저런 내역 찍히면 피곤해질 것 같아서요 ㅠㅠ",자금 세탁 관련 규정에 따라 여러 은행에 나누어 입금하면 문제가 없나요? 세무조사 시 이러한 입금 내역은 어떻게 처리되나요?
현재 주변의 권유로 해외 사이트를 통해주문된 물건의20%로 수익을 창출한다는 말을 믿고 거래를 진행했습니다.다만 거래 주문은 임의로 진행되면 주문을 계속 발생하여 거래대금 80%를 입금을 유도하고주문을 취소 또는 중지를 하지 못하게 합니다주문 대금 입금 강식 또한 개인통장으로 진행하여의구심이 생겨 폰지사기 인 듯하여 질의드립니다,제가 참여한 거래가 합법적인지 확인해 줄 수 있나요?
"ㅡ 교사로 근무하는 A,Bㅡ 교사A는 지인관계인 C의 부탁을 받고 나이스상의 자녀D의 생기부 기록을 사진찍어 전송ㅡ교사B는 자녀D의 사진,동영상등을 촬영하여 교사A에게 전송ㅡ지인C와 남편은 이혼상태이며자녀D의 양육권은 남편에게 있음ㅡ 자녀D의 친권,양육권자인 남편이 위 사실을 알고 교사A,B를 개인정보보호법 위반으로 고소한상태이며 민사소송을 제기한 상태이러한 경우 교사B가 받을 처벌과 합의 가능여부, 합의시 합의금의 범위","교사 B가 법적 문제를 해결하기 위해 어떤 절차를 밟아야 하며, 합의가 가능하다면 어떤 범위의 합의금이 적절할까요?"
신용불량자입니다 그래서 언니 통장을 사용하고있습니다 그런데 사용하고있는 은행에서언니한테 은행으로 경찰서에서 실명법4조1항1호로인해 계좌내역을 알려주어다는등기을 받았습니다 혹시 제가 사용하는걸 알고 보낸걸까요 ㅠㅠ,"신용불량자인 제가 언니 통장을 사용 중인데, 은행에서 언니에게 실명법 관련 등기를 보냈습니다. 제가 사용하는 것을 알고 보낸 걸까요?"
친구가 비트코인 계좌만 만들어 빌려주면 수익 떨어진다고 해보는게 어떠냐는데 잘 몰라서 답변 부탁드립니다코인 체굴이고 거기서 수익 나면 1-2만원 수익을 준답니다 불법은 아닌거 같은데 위험한가요?,비트코인 계좌 만들고 코인 채굴로 수익을 주겠다는 제안의 위험 요소가 있을까요?
"A회사의 대표가 고객들로부터 투자금을 받고약속된 날짜에 지급을 하지않아 형사소송을 진행중입니다이 회사엔 영업을하는 모집자들이 있는데요단체형사소송을 하는데 고소인들이 이 모집자들로구성되어있습니다 (고객들은 피해자로등재, 고소인에포함안됨)그런데 A회사가 모집한 유형자체가 유사수신에 해당한다면모집자들 또한 당연히 유사수신에 해당할것인데(가담한 정도는 다르다 하더라도)1. 유사수신처벌대상자인 모집자들이 고소인이되어본인의 회사의 대표를 상대로 유사수신했다고고소하는것이 가능한가요?(고소장내용에포함)2. 만약 일단은 그렇게 가능하다면 추후 조사과정에서모집인들의 유사수신혐의도 밝혀지면서피해자들이 추가로 형사소송을 모집인들에게 할수 있나요?3. 아니면 진행하는 변호사분께서 수임료를받기위해 일단 받아들인것으로 봐야할까요(어차피 변호사분들도 영업이고 어쨌든 그들입장에선모집자들이 고객이니까요)","A회사의 대표가 투자금 지급 문제로 형사소송 중입니다. 관련하여 특정 영업 모집자들이 고소인으로 참여하고 있는데, A회사의 모집 방식이 유사수신에 해당된다면, 그 모집자들도 유사수신에 해당할 수 있습니다. 1. 유사수신 혐의가 있는 모집자들이 회사 대표를 고소할 수 있나요? 2. 조사 과정에서 모집자들의 혐의가 드러나면 추가 형사소송이 가능할까요? 3. 변호사가 단순히 수임료 때문에 사건을 맡은 거라 볼 수 있을까요?"
공금횡령고소장을 얼마 전에 받고조사해야한다는 연락이 왔습니다.정말 돈이 없어서 순간적으로 횡령했던건데이렇게 공금횡령고소장이 직접 날아오니머리가 새하얍니다.,"공금 관련 문제로 연락을 받았는데, 어떻게 대처해야 할까요?"
지금 현재 대포통장 보이스피싱당해서제 명의로된 통장 atm기cd기해서비대면 거래가 다 중지되있는 상태입니다.개인 윌변 대출관련 진행중에거기서 카드를 보내줘서 정상적으로거래가 가능한 카드면 대출금이 입금된다고하고보내준카드는 그다음날 은행가서 재발금 받으면된다고해서 그렇게 하였더니아니라 다를까 대포통장 보이스피싱이라고하더라구요그래서 여기저기 찾아보니 저도 조사받고 처벌을 받는다고하던데요..전과가 있는지 없는지도 확인을 한다고 하던데그면 정상적인 생활은 안되는건가요?예전에 8~10년 음주운전으로 면허취소된게 한번있구다른전과는 없습니다.,"정상적인 생활을 이어갈 수 있을지 궁금합니다. 과거에 음주운전으로 면허가 취소된 적이 있고, 다른 전과는 없습니다."
"안녕하세요 비상장 판매를 해서 자본시장법위반으로 구공판처리 되어 재판을 기다리고 있는 중입니다.. 자리에서 현행범으로 잡혔구요 증거인멸같은건 아무것도 하지못했습니다.체포되었을 당시 조사를받고 불구속 수사로 변경되어 나온상황이구요범죄단체조직도 연류 되었었는데 구공판 되지 않고 보안수사요구 처리 되었습니다. 그래서 어떻게 될지는 아직 모르겠구요제가 다니던 회사가 선물 > 코인 > 비상장 이렇게 판매를 했습니다근데 앞선 선물이나 코인때는 제가 번돈이 총 300만원정도 될까 말까 입니다.그런데 이 코인때는 제가 영업한것이 아닌 1차 콜만 하였다고 진술한 상황입니다.또 하나는 사기 입니다. 병합사건으로 뜨고있고 제가 조회를 해도 뜨지 않더라구요이건 저와 같이 일했었던 오빠인데 그 오빠 피해자한테 고소를 당한 상황입니다. 이 사건과 병합되었다고 하더라구요나이는 20대 중반이고, 초범이고 전과가 없습니다. (아무 전과 없이 깨끗합니다 폭력도 없구요)제가 6개월정도 일을 하는동안 번 돈은 1500 만원정도.. 입니다 피해금액은 5000만원 정도 조금 넘는거 같네요아직까지 저를 고소한 피해자가 없는걸로 알고있습니다.불법인지 몰랐고 대표에게 말을 해도 그냥 너는 일반 콜하는 직원이기 때문에 편법이다 라고 하여 절대로 불법인지는 몰랐고 일을하다보니 상장일이 다가왔을때 종목을 바꾼다고 하길래 불법일수도 있겠구나 싶었었다 그래서 그만 두려고 했었다 라고 한 상황입니다.솔직히 일하면서 빚만 생긴 상황입니다.. 힘들어서 나가고싶어도 윗선에서 나가지못하게 회유하기도 하였구요제가 지체장애5급을 어렸을때부터 가지고 있었어서 취업도 쉽지않았었고, 그렇게 시작하게 된 일이였습니다.. 빚만 있는 상황이라 변호사 선임도 힘들어서 질문드립니다..1. 초범이고 피해금액이 적은데 집행유예를 받을 수 있을까요? 징역2년에 집행유예3년 이런식으로요,,2. 5억 이상이면 가중처벌? 을 받는걸로 알고있는데 제 개인이 낸 피해금액 5억을 말하는건가요 아님 제가 일한 회사가낸 피해금액을 말하는건가요?3. 동일한 사건들로 대표나, 윗선 들이 실형을 받는경우는 많이 봤는데 저처럼 일반 직원이 실형을 받는경우는 없는걸로 아는데 맞나요..?4. 변호사 상담을 받을때 어느정도까지 피드백을 해주나요,,5. 병합사건인 사기 건에 대해서는 어떻게 되는 걸까요? 저의 피해자가 아닌 상황인데도 저의 죄가 인정되는걸까요?6. 변호사를 선임할 비용이 없는 상황입니다.. 그래서 직접 열람등사신청? 을 한번 해보려고 하는데, 혹시 이게 저한테 불리하게 작용될 수 도 있을까요? 확인하는게 아무래도 좋은거겠죠?7. 반성문을 작성할 생각인데 반성문을 작성하면 죄를인정하고 반성하는 뜻으로 작성하는것으로 알고있는데 제가 코인에대해서는 부인을 하고있는 상황인데 반성문을 작성하는것이 맞을까요?8. 반성문을 쓰게된다면 코인부분은 빼고 작성하면 되는걸까요?9. 탄원서를 작성하면 좋을까요?10. 변호사를 선임 하지 않으면 집행유예를 받지 못하는걸까요..?11. 집행유예를 받으려면 이제 제가 해야할 일 은 뭐가있을까요,, 변호사 없이 제가 혼자 할 수 있는것들이요..",어떤 상황에서는 집행유예를 받을 가능성이 있나요?
"이번년도 3월달에 재판이 잡혀있습니다보이스피싱 현금수거책 피의자로 재판을 진행하는데 경찰 조사하며 법원으로 넘어간 피해자 피해금액 9050만원, 피해자가 더 있긴한데 그분들은 신고를 하지 않은 상황제가 보이스피싱이란것도 처음에 모르긴했고 사회 초년생들이 이런 법적인문제에 많이 얽혀있기도 합니다취업을 못하니 알바몬,알바천국에서 알바라도 구해서 사회나 가족에 도움이 되려했던게 이렇게 법적인 문제로 생활이 망쳐졌는데 재판에서 문제가 많을까요?알바몬,알바천국에 피싱범죄 문구가 올라와있긴하지만 그래도 저같은 상황이 이뤄질텐데 더 강력히 문구를 올리거나 했어야 되는거 아닌가요 따지고보면 이런 상황이 지금 많이 이뤄져 있기도 하고요실질적으로 큰 액수에 제가 지금 29살 사회 초년생이라기에도 뭐하고 처음 경찰에 연락받고 바로 제가 잘못한걸 알고 조사받으러 경찰서에 출두해서 조사받고 피해자분과 연락도 해봤지만일시 전액 몇천만원을 돌려달라는데 솔직히 제가 모은돈도없고 몇달간 제가 월급으로 나눠 드린다해도전액으로 바로 받고싶다하고, 제 나이대에 이런경우 다시 일어설수 있다, 뭐가 문제냐 하시는데 사람 입장도 모르면서 계속 연락해서 돈 갚으라 그러시네요저는 어떻게 하면 좋을까요",어떻게 하면 법적인 문제를 안전하게 해결할 수 있을까요?
지금 다니고 있는 회사 바로 전에 다니던 회사에서 자금관리를 맡았었는데 전 회사에서 저를 회사자금횡령으로 고소했습니다. 고소 전에 저한테 말도 안하고 고소를 했습니다. 아마 제가 전화번호를 변경해서 그런거 같습니다. 고소장은 어떻게 볼 수 있나요? 경찰조사를 받으러 오라는데 무슨 내용으로 고소가 된건지는 알고 경찰조사를 가야할 거 같습니다. 좀 복잡한 내용이 있는데 제가 횡령을 하지 않았습니다. 그런데 어쩌면 서류나 계좌상으로 횡령을 한 것처럼 보이는 내용들이 있을거 같습니다. 회사자금횡령으로 고소당했을 때 처벌되지 않으려면 어떻게 해야 할까요?,회사와 관련된 법적 문제를 어떻게 해결할 수 있을까요?
안녕하세요친구명의로 졸피뎀 6년정도 처방받앗구요2년전에도 같은 사건으로 약식기소되어 벌금 300만원처분받았습니다. 졸피뎀 처방받은게있어서 마약류처벌은받지않앗구요이번이 2번째인데 아직 약식기소가 안되있어서요혹시 구공판 까지 가는건지 아님 약식기소되는지궁금합니다.,"안녕하세요, 반복적인 법적 상황에서 약식기소가 되는지 구공판으로 가는지 궁금합니다. 어떤 절차가 진행될지 알 수 있을까요?"
대출해준대서 계좌 알려줬더니 제 통장에 모르는 사람이 총계산해보니 50명 가량 8000만원 정도 오고 갔더라고요…근데 저는 대출해준다고 했는데 이주째 개인업체 독촉은 받지 거기선 부모님 협박에 지인 협박까지 하지 미치겠어서 실수로 300 가량을 썼습니다…근데 이제 저에게 대출해준다던 업체는 엘프로대부라고 등록증도 보여주고 이건 대부업체야 가능하다. 라고 해서 그러려니 했는데그 업체에서 제가 300을 썼다는 이유로 피해자라고 하는 사람들한테 제 신분증 제 번호까지 다 주며 ㅇㅇㅇ이 그쪽들 돈 다 썼다라고 말했다고하며 저한테는 네가 책임지면 돼 이런식으로 협박을 하더라고요…그 피해자들이 50명이 형사 민사 소송을 했다는데 제가 300 쓴 건 잘못이지만 아무것도 몰랐다가 협박하고 그래서 좀 이상해서 형사에게 물으니 이거 신종사기다 보이스피싱이다 이런식으로 해서 알게되었습니다.근데 제가 그 300만원에 대한 처벌 말고 나머지 돈의 처벌과 민사소송에 돈을 배상해줘야 하나요? 저는 기초수급자라 갚을 능력도 되지가 않습니다,"대출 사기에 연루되어 피해를 입었는데, 제가 쓴 300만원에 대한 처벌 외에 다른 피해액에 대해서도 책임을 져야 하나요? 기초수급자라 상환 능력이 없습니다. 어떻게 해야 할까요?"
저는 상대가 대포통장 인지 모르고제가 대포통장에 돈입금하면제가 처벌받고 해킹 당할수도 있나요??,대포통장에 대한 정보를 모르는 상태에서 돈을 입금하면 어떤 문제가 발생할 수 있나요?
"아버지가 해외 사업을 하신다고 하여 해외에서 사용하기 유용한 은행의 계좌를 미성년자 때부터 빌려드렸습니다. 그 이후로 저는 지금 대학생인데 아빠가 사기죄로 고소 당하셨어요.... 고소하신 분이 아빠를 고소할 때 저도 고소하셨는데 경찰조사 받을 때 저는 전자금융거래법 위반으로 조사를 받았습니다...그런데 경찰 사건조회를 해보니 전자금융거래법 위반이 아닌 사기죄로 되어있더라고요... 제가 사기죄로 죄명이 바뀐 건지, 아니면 아빠랑 한꺼번에 고소를 당해서 아빠의 죄명이 그렇게 떠있는 건지 궁금합니다... 사건번호를 조회하니 김** 외 1명 이런 식으로 뜨더라고요...경찰조사는 전자금융거래법 위반으로 받았는데 연락 없이 사기죄로 변경되는 게 가능한가요...검찰에 송치한다고 하는데 검찰 조사를 받으면 다니는 대학에 알려져서 저는 징계를 받게 될까요....광고를 달더라도 제 질문에 대한 구체적인 답변 후 부탁드릴게요..... 죽을 맛입니다....","아버지가 해외 사업 때문에 미성년자 때부터 은행 계좌를 사용하셨는데, 최근 사기죄로 고소를 당하셨습니다. 저도 같이 고소를 당해 경찰 조사에서 전자금융거래법 위반으로 조사를 받았지만, 사건 조회 시 사기죄로 나타났습니다. 죄명이 변경된 건지, 아니면 아버지와 함께 기소된 건지 궁금합니다. 또한, 검찰 조사 시 대학에 통보되어 불이익이 있을지 알고 싶습니다. 도움이 필요합니다."
한 두달전에 롤에서 어떤유저랑 말싸움을하다가 저한테 왜 그렇게사냐 자기는 돈많다 뭐 이러면서 자기가 먼저 휴대폰번호 적고 연락하라면서 인증해준다 이래서 제가 열받아서 인터넷에 대출사이트 검색해서 대출사이트에 번호 뿌렸거든요 근데 오늘 경찰서에서 연락와서 개인정보보호법의반이라고 출석해야된다는데 이거 어떻게 처리될까요 이런적 첨이라 좀 당황스럽네요,"경찰서에서 연락이 왔는데, 개인정보보호법 관련 문제로 출석 요구를 받았어요. 이런 상황은 어떻게 해결할 수 있을까요?"
대출이 어려워 여기저기 알아보던 중 대출해준다는 문자를 받고 작업대출을 위해선 체크카드를 보내야한다길래 보냈습니다. 근데 나온다던 대출은 안나오고..계속 기다리라고 하던 찰나에 제 다른 계좌가 지급정지 되더라구요 알아보니 통장에 2천만원정도 들어왔다가 1600만원가까이 빠져나간상태에서 지급정지가 된 걸 확인했습니다..알아보니 이게 보이스피싱이더라구요.. 경찰에 자수해야하나요?.. 지급정지 해제하려면 어떻게 해야하나요... 저도 작업대출에 가담했으니.. 보이스피싱으로 처벌받나요.. 제발 도와주세요,보이스피싱 피해를 신고하려면 어떻게 해야 하나요? 지급정지를 해제하려면 어떤 절차가 필요한가요?
제가 대출소개자 통해서 폰테크를햇는데요 아이폰으로햇는데 20받앗구요. 녹취내용은잇긴한데 폰테크하면 대출진행해준다해서 한가고 생각해보니까 아닌거같아서 신고할러고하는데 소개해준사람한테 저나하니까 본인은 소개만해줫지 폰테크 한지도몰랏다해서요 진행해준사람이 폰테크랑 대출까지 해주시기로한건데 그분전에 소개해준사람하고 통화하님가 본인은 소개만해줫지 진행한건지 안한건지 모른다더라구요 근데 신고하려면 소개자랑 해준사람 둘다 신고 되나요?? 근데 어디보면 돈을받아서 처벌안된다고하는곳도잇고 된다는곳도잇고 말이다달라서요 변호사분들이나 경찰분들만 답주시면 감사하겟어요 정말 이내용 정확히아는 분들만요ㅠㅠ ㅈ가알론 다이렉트샵이서 비대면으로 기변으로 한대햇습니다 유심같은거 안들어갓어요.소개는해줫지만 진행사항은 전혀모르고 돈받은거나 득본게없다는 소개자나소개자통해서 진행해주고 20준 담당자 둘다 신고되는건지 아니면 소개자만 신고되는건지 알려주세요 느낌에 담당자는 대포폰같아요ㅠㅠ너무당당하고 프사도없고요소개자는 본폰같아요 본인얼굴도걸려잇고해서요 어떻게신고가접수가능한건가요? 두명다 처벌이되는건가요 아니면 소개해준사람 처벌이되는건가요,이 상황에서 소개자와 진행자를 모두 신고할 수 있을까요?
보이스피싱 피고인인데요.. 알바몬에서 고수익 단기 알바라고 하여 간단히 돈만 인출해서 전달하는 일을 맡았습니다. 현장에 잠복중인 경찰한테 현행범으로 체포가 됐다가 어찌저찌 풀려나서 지금은 공범으로 재판받고 있는데요. 뭐 좀 아시는 분 없나요?,"제가 고수익 단기 알바를 맡았는데, 범죄에 연루되었다고 합니다. 현재 재판 중인데, 이 상황에서 어떻게 해야 할지 조언해주실 분 계신가요?"
아들이 보이스피싱 처벌 위기라서 선처는 어떻게 받는건지 문의드립니다. 아들이 보이스피싱인지 모르고 처음에 죄를 지은건데 나중에 알게 되었는데도 시키는대로 더 하다가 보이스피싱으로 적발되었다고 합니다. 보이스피싱으로 형사재판을 받아야 하는 상황인데 징역만은 면하고 선처는 어떻게 받을 수 있나요?,"아들이 법적 문제에 처해 있는데, 법적 절차에서 선처를 받는 방법이 있을까요?"
제가 돈이 너무 급해서 페북 광고를보고 대출을 받았는데 거기선 한 3일동안 작업을 해야한다며 토스비번이랑 신분증등을 요구했고 끝날때까지 들어가지 말라고 해서 안들어갔었는데 하루에 한번씩 본인인증을 하라고 하더라구요 이틀을 더 요구하다가 4일째가 되는날에 아무리생각해도 찜찜해서 카카오페이 자산연결후 내역을 봤습니다 거래내역에 많은 금액이 들어왓다 나갓다하고 있더라구요 카톡으론 쇼핑몰 사업쪽으로 하는걸로 말해주시고 그래서 찾아보니까 작업대출 이라고 하더라구요..처음들어보는데 본인인증 더 해달라고 하여 아직 본인인증을 안해줘서 토스는 지금 사용못하게 했는데 계좌를 보니 2천500만원정도가 있더라구요 지금 이 상황에서 어떻게 해야할까요?사기가 맞겠죠? 도움 좀 주세요 ㅠㅠ,"제가 실수로 의심스러운 금융 거래에 참여하게 되었는데, 현재 계좌에 큰 금액이 입금되어 있습니다. 어떻게 대처해야 할까요? 도움이 필요합니다."
"변호사님 계시면 제 동생일로 도움을 구하고 싶어서요동생의 배임 혐의 때문에 걱정입니다.동생이 작은 회사에서 경리도 하고 비서도 하고 있습니다페이도 좀 많이 주니까 회사에서도 중요한 위치이고, 경리라고 하기엔회사의 돈이 동생 손에서 왔다 갔다 할 정도입니다.근데 동생이 돈이 많이 왔다 갔다 하고 그런걸 보고몰래 회사 돈에서 얼마를 조금 빼서 자기 사용할 걸로 사용 했나봐요개인적으로 쓴 거죠..그게 거의 몇천에서 1억 가까이 되는 걸로 알고 있는데요다시 메꾼다 하긴 했는데 그 사이 적발돼서 배임 고소를 당한 겁니다.배임 상황에 있어 어떻게 대응해야 되나요? 메꿔야 되는거잖아요..걱정입니다.",동생의 법적 문제가 있어 조언을 구하고자 합니다. 동생이 재정 관련 직무에서 일을 하면서 부적절하게 회사 자금을 사용한 혐의를 받고 있습니다. 이 상황에 어떻게 대처해야 할지 궁금합니다.
